trialNumber,subid,condition,pre_post,cueTime,bgcTime,trialprog,feedback,feedback_time,baseline,window0,window1,window2,window3,window4
44,PLR113,anticipated_b,post,1003,4810,17,0,NaN,3302.7888,43.4738,238.5095,132.5011,73.604,36.7985
45,PLR113,unexpected_b,post,1003,4812,13,0,NaN,3033.6892,198.8234,255.4557,491.7498,742.7855,812.3742
46,PLR113,anticipated_w,post,1002,4810,16,0,NaN,3093.6215,28.2629,428.6327,509.91,406.3134,575.9499
47,PLR113,unexpected_w,post,1003,4812,14,0,NaN,2652.7919,194.4412,186.9406,297.8762,251.0232,121.6684
48,PLR113,anticipated_w,post,1003,4814,17,1,6336,3020.8924,126.1685,415.9038,465.2798,499.595,458.0758
49,PLR113,unexpected_w,post,1002,4810,15,0,NaN,3123.7729,136.059,209.3709,-144.8538,206.0779,341.4255
50,PLR113,anticipated_w,post,1002,4808,18,0,NaN,2961.6115,50.6358,397.296,617.5859,395.1616,313.1345
51,PLR113,unexpected_w,post,1003,4810,16,0,NaN,2863.1195,220.6452,338.8973,-68.1216,-79.5187,7.9122
52,PLR113,unexpected_b,post,1003,4812,17,0,NaN,2750.9522,207.6886,338.1444,284.4659,94.9554,45.5796
53,PLR113,anticipated_b,post,1003,4812,18,0,NaN,3047.4462,-6.2655,165.079,330.9004,-38.2929,-46.851
54,PLR113,anticipated_b,post,1002,4810,19,0,NaN,2908.0518,19.0154,344.8663,527.0911,559.1562,726.1863
55,PLR113,anticipated_b,post,1002,4808,20,0,NaN,3514.7252,-200.7923,-355.2068,-268.8279,-111.8701,46.6796
56,PLR113,anticipated_w,post,1002,4810,19,0,NaN,3022.3665,221.623,106.415,-72.5787,-40.4296,103.8398
57,PLR113,anticipated_w,post,1002,4810,20,0,NaN,2788.0438,68.807,-29.4283,-265.2476,-38.1068,64.6943
58,PLR113,unexpected_b,post,1003,4812,18,0,NaN,2756.4701,-33.3138,-67.8186,255.4627,534.3429,537.7045
59,PLR113,unexpected_w,post,1002,4810,19,0,NaN,3124.5219,-53.1858,-97.2162,-329.4232,173.0831,294.3908
60,PLR113,unexpected_w,post,1002,4810,20,0,NaN,3073.3705,-213.9251,-86.3159,2.598,-23.1289,-36.5213
1,PLR114,unexpected_w,pre,1000,4838,1,1,6411,4250.8714,-119.6,210.5392,517.9686,426.5076,244.3253
2,PLR114,unexpected_b,pre,1002,4810,2,1,6332,3840.0484,160.2549,428.9654,363.3938,478.7689,506.515
3,PLR114,anticipated_w,pre,1003,4812,1,0,NaN,4322.2795,-172.4097,30.2836,38.4302,118.4453,154.9745
4,PLR114,anticipated_b,pre,1007,4816,1,0,NaN,3569.4,-7.685,19.3546,131.8312,125.4523,224.7429
5,PLR114,unexpected_w,pre,1003,4812,3,0,NaN,3906.004,112.4224,149.8824,38.6231,323.212,280.2738
6,PLR114,unexpected_b,pre,1003,4808,4,0,NaN,3784.0239,35.2651,117.9751,56.9929,125.8164,218.2777
7,PLR114,anticipated_b,pre,1003,4812,2,1,6338,3447.6534,36.3769,253.2101,526.7794,721.9117,777.0926
8,PLR114,anticipated_w,pre,1003,4812,2,1,6337,3868.2271,175.7834,390.2813,547.1027,476.3632,530.392
9,PLR114,anticipated_b,pre,1003,4812,3,1,6337,3589.0398,71.5085,225.6913,560.353,676.3131,752.9125
10,PLR114,anticipated_b,pre,1003,4810,4,1,6338,3004.1793,540.3753,884.7934,944.4783,884.3123,1041.1382
11,PLR114,anticipated_w,pre,1003,4810,3,0,NaN,3879.4542,-49.8321,-101.4616,-770.8975,-215.0508,28.0458
12,PLR114,anticipated_w,pre,1002,4810,4,1,6337,2985.6414,233.9132,347.5539,401.5434,341.8313,258.7316
13,PLR114,unexpected_w,pre,1002,4810,5,0,NaN,3545,-61.3256,-50.6975,26.2899,185.0126,306.1508
14,PLR114,anticipated_b,pre,1003,4812,5,1,6340,3190.7888,184.1124,481.2637,467.27,625.0042,727.6397
15,PLR114,anticipated_b,pre,1002,4808,6,0,NaN,3891.8127,34.7839,-103.8443,-129.7518,-39.4808,-80.7889
16,PLR114,anticipated_b,pre,1002,4810,7,1,6336,2979.6494,-121.1135,319.0964,665.3127,834.6951,954.2791
17,PLR114,unexpected_b,pre,1002,4810,6,0,NaN,3518.7928,242.7471,342.2471,447.142,545.5349,650.0643
18,PLR114,anticipated_w,pre,1002,4810,5,1,6334,2916.1554,256.4938,516.477,543.3887,742.0904,873.7176
19,PLR114,anticipated_b,pre,1002,4810,8,0,NaN,2401.4582,485.5544,971.7918,955.0271,1153.1973,1318.3117
20,PLR114,anticipated_b,pre,1003,4810,9,0,NaN,4126.012,-187.1065,-81.7746,-211.5834,-289.1149,-246.8691
21,PLR114,unexpected_b,pre,1003,4810,7,0,NaN,3849.988,-15.2717,-24.5196,-270.7296,80.4552,224.8532
22,PLR114,anticipated_b,pre,1003,4810,10,0,NaN,3512.7211,-84.9585,74.031,103.5289,350.1444,434.009
23,PLR114,anticipated_w,pre,1003,4812,6,0,NaN,3478.0319,-177.16,-217.0466,-347.118,-197.1369,-148.2144
24,PLR114,anticipated_b,post,1003,4812,11,0,NaN,3144.4143,151.0583,247.0394,-31.782,-43.387,89.9587
25,PLR114,anticipated_w,pre,1003,4812,7,1,6335,3284,48.3655,64.6408,-218.8655,-72.3992,59.2937
26,PLR114,anticipated_b,post,1002,4808,12,0,NaN,2478.0199,292.3141,586.1313,656.604,953.5326,1017.1785
27,PLR114,unexpected_b,pre,1003,4812,8,0,NaN,3157.8526,55.9877,150.6978,-16.6215,115.1348,163.7188
28,PLR114,anticipated_b,post,1002,4810,13,0,NaN,2100.5259,202.306,470.1065,568.243,731.0497,761.0058
29,PLR114,anticipated_w,pre,1002,4810,8,0,NaN,3148.0797,-96.2814,-192.6889,-652.7877,-205.1574,-81.2543
30,PLR114,unexpected_w,pre,1002,4810,9,0,NaN,2363.3426,236.7939,562.0355,553.2162,560.3422,653.1336
31,PLR114,unexpected_b,pre,1003,4808,10,0,NaN,3016.1355,-441.1397,-608.5787,-506.4611,-157.1039,-24.7307
32,PLR114,anticipated_w,pre,1002,4810,9,0,NaN,2403.4542,187.8725,116.2265,309.3483,63.2412,-92.4304
33,PLR114,anticipated_b,post,1003,4810,14,0,NaN,1598.0717,523.1825,1001.4787,1133.4808,1052.9724,1070.4521
34,PLR114,anticipated_w,pre,1002,4810,10,0,NaN,3145.9801,-64.2343,-161.104,13.9065,235.5304,292.6072
35,PLR114,anticipated_w,post,1002,4812,11,0,NaN,2339.5817,126.3217,515.2734,222.3469,-424.2371,-642.161
36,PLR114,anticipated_w,post,1003,4810,12,0,NaN,1487.3546,412.0425,765.6748,725.5451,359.7736,345.0184
37,PLR114,anticipated_w,post,1003,4810,13,0,NaN,1948.9323,142.9291,345.2421,299.4081,168.4585,81.9169
38,PLR114,anticipated_w,post,1003,4812,14,0,NaN,1475.6534,279.0336,551.4517,470.0756,136.2794,-103.4232
39,PLR114,anticipated_b,post,1003,4812,15,0,NaN,1934.5578,260.0514,227.0826,442.5998,880.9275,972.72
40,PLR114,unexpected_w,post,1002,4810,11,0,NaN,2977.2224,172.9501,142.4191,120.9919,387.557,485.6745
41,PLR114,unexpected_b,post,1003,4812,12,0,NaN,2828.1713,-29.2689,110.526,-12.8352,440.8182,572.6938
42,PLR114,anticipated_w,post,1003,4810,15,0,NaN,2789.5299,82.6907,89.7453,173.7894,-522.6559,-450.6331
43,PLR114,anticipated_w,post,1002,4810,16,0,NaN,2590.2351,69.9834,398.5444,400.8784,-46.9283,-166.0922
44,PLR114,unexpected_b,post,1002,4810,13,0,NaN,1867.6574,343.0485,452.3175,172.7145,500.6704,683.2236
45,PLR114,anticipated_w,post,1152,4960,17,0,NaN,2488.9147,533.2794,667.6171,770.0264,729.079,573.6726
46,PLR114,unexpected_w,post,1003,4812,14,0,NaN,3265.2829,-3.661,-377.1589,-403.8858,55.4734,267.9076
47,PLR114,unexpected_b,post,1003,4810,15,0,NaN,3277.0598,4.7049,4.123,-218.9841,-406.6585,-288.3693
48,PLR114,unexpected_w,post,1002,4808,16,0,NaN,1584.0956,443.2098,761.8257,778.0914,390.6733,187.698
49,PLR114,anticipated_b,post,1002,4810,16,0,NaN,3052.3227,-247.2613,-859.8494,-928.85,-545.0769,-317.1719
50,PLR114,anticipated_b,post,1003,4814,17,0,NaN,2706.6375,-155.4442,-273.7698,-385.8223,-143.961,-47.1216
51,PLR114,unexpected_w,post,1002,4810,17,0,NaN,2755.5299,97.6403,-15.0877,-309.929,-149.282,-80.76
52,PLR114,anticipated_w,post,1003,4812,18,0,NaN,2855.1594,167.6789,81.4751,-212.8673,-37.006,-139.0244
53,PLR114,unexpected_w,post,1003,4810,18,0,NaN,2032.2112,144.3435,496.0346,545.0346,123.7594,-41.5842
54,PLR114,anticipated_w,post,1002,4810,19,0,NaN,2026.4143,-84.5992,-315.1938,-468.9459,52.4176,229.7285
55,PLR114,unexpected_w,post,1003,4810,19,0,NaN,1280.4622,406.7773,746.8866,805.4979,850.0568,771.4347
56,PLR114,unexpected_b,post,1003,4812,20,0,NaN,2633.5777,-94.2734,-555.8557,-861.6189,-636.0411,-507.0777
57,PLR114,anticipated_b,post,1003,4812,18,0,NaN,1766.9641,277.2522,600.5359,669.3846,600.4224,427.647
58,PLR114,anticipated_b,post,1002,4810,19,0,NaN,2351.741,50.2485,-8.4364,-283.4595,-71.0793,96.8383
59,PLR114,anticipated_b,post,1002,4808,20,0,NaN,2763.2988,69.6592,246.4659,98.1172,297.0478,291.2409
60,PLR114,anticipated_w,post,1002,4810,20,1,6338,2516.0199,29.3792,402.0893,319.2091,456.3414,550.6309
1,PLR115,anticipated_w,pre,1001,4838,1,1,6425,4718.9602,137.0987,421.3235,502.0251,300.71,241.1351
2,PLR115,unexpected_w,pre,1002,4810,1,1,6387,4321.3506,107.9939,638.1578,919.1557,391.9565,389.7221
3,PLR115,anticipated_w,pre,1002,4810,2,1,6332,4576.5835,38.4146,481.1475,532.0299,635.0257,694.9006
4,PLR115,unexpected_b,pre,1002,4810,2,0,NaN,4777.0438,-55.1657,-6.2686,130.7377,372.0717,351.2736
5,PLR115,anticipated_w,pre,1002,4810,3,1,6337,4362.1633,136.4039,374.0562,684.011,914.4753,886.4319
6,PLR115,unexpected_b,pre,1002,4810,3,0,NaN,4910.494,105.9451,295.1845,322.8904,339.6131,329.2758
7,PLR115,anticipated_w,pre,1002,4810,4,0,NaN,3932.6932,248.3288,297.7526,648.4501,935.6408,1105.8226
8,PLR115,anticipated_b,pre,1003,4812,1,0,NaN,3871.4104,113.6422,620.0287,922.9384,1036.8039,974.796
9,PLR115,unexpected_w,pre,1003,4812,4,0,NaN,4172.9734,-78.3696,170.2519,-55.8115,-214.8851,-83.6559
10,PLR115,anticipated_b,pre,1003,4810,2,0,NaN,3865.5101,423.3873,867.8444,1131.2841,1366.7105,1292.1407
11,PLR115,anticipated_w,pre,1003,4810,5,1,6338,4328.9681,61.0361,117.7756,-682.5522,-222.0753,49.6033
12,PLR115,anticipated_b,pre,1002,4810,3,0,NaN,4021.5618,396.2905,454.0439,101.2492,12.1546,158.6763
13,PLR115,anticipated_w,pre,1003,4812,6,0,NaN,3210.6494,282.4714,456.6099,375.0817,841.6237,1110.8744
14,PLR115,anticipated_b,pre,1002,4810,4,0,NaN,4530.8008,-34.8407,-50.2512,-332.451,69.2202,262.1595
15,PLR115,unexpected_w,pre,1003,4812,5,0,NaN,4145.6715,44.7268,295.9381,-489.411,-25.8921,19.8999
16,PLR115,anticipated_b,pre,1003,4810,5,1,6339,3999.6813,305.9301,541.4469,648.8313,811.3481,961.1362
17,PLR115,anticipated_b,pre,1003,4810,6,0,NaN,4696.3699,8.7298,273.3654,357.1722,378.4369,447.6619
18,PLR115,anticipated_w,pre,1003,4812,7,0,NaN,4154.0876,96.0255,12.1239,108.4523,388.1918,442.1584
19,PLR115,anticipated_w,pre,1003,4810,8,0,NaN,4000.5017,-687.1447,-206.7657,-631.1662,-196.1761,-0.85094
20,PLR115,unexpected_b,pre,1003,4810,6,0,NaN,3797.0412,317.1232,63.1555,-271.2913,52.4115,222.3336
21,PLR115,anticipated_b,pre,1003,4808,7,0,NaN,4257.6773,273.2629,234.7538,477.0244,658.8794,680.156
22,PLR115,anticipated_b,pre,1002,4810,8,0,NaN,4266.8406,-42.244,244.9283,-376.7755,-352.8196,-190.9438
23,PLR115,unexpected_w,pre,1003,4812,7,0,NaN,3872.3506,89.1954,370.3846,-217.464,296.0107,554.8796
24,PLR115,anticipated_w,pre,1002,4812,9,0,NaN,4819.8287,172.0642,447.6734,321.518,383.5138,398.2745
25,PLR115,anticipated_b,pre,1003,4812,9,0,NaN,4257.996,35.1626,167.7582,-120.7628,-197.6158,1.8532
26,PLR115,anticipated_b,pre,1003,4812,10,0,NaN,4923.3873,105.0541,264.1652,272.911,56.0791,148.3508
27,PLR115,unexpected_w,pre,1002,4810,8,0,NaN,3858.51,504.8283,962.7295,884.8052,1011.927,1205.4504
28,PLR115,unexpected_w,pre,1003,4808,9,0,NaN,3949.0159,224.8727,735.379,518.2866,647.2677,716.9444
29,PLR115,anticipated_b,post,1003,4812,11,0,NaN,4241.4582,286.5732,417.8606,426.7036,671.2057,843.399
30,PLR115,anticipated_w,pre,1002,4812,10,0,NaN,4173.5193,-94.1558,-41.2846,130.487,441.7517,594.3855
31,PLR115,anticipated_w,post,1003,4812,11,0,NaN,3977.5382,203.4261,387.048,300.4976,528.8106,694.0571
32,PLR115,anticipated_b,post,1002,4812,12,0,NaN,4111.0996,109.5792,-285.0759,-1038.8041,-589.9111,-350.3774
33,PLR115,unexpected_b,pre,1003,4810,10,0,NaN,4441.5898,-177.8987,143.3219,126.7886,-31.5358,-71.6057
34,PLR115,anticipated_b,post,1002,4808,13,0,NaN,4499.9482,2.7889,142.0871,2.9089,351.5497,504.655
35,PLR115,anticipated_w,post,1003,4812,12,1,6339,4034.498,230.0506,347.0986,584.4432,1010.981,1154.5655
36,PLR115,anticipated_w,post,1002,4810,13,0,NaN,3968.1594,244.1264,652.9536,418.2622,552.6327,708.9438
37,PLR115,anticipated_b,post,1002,4810,14,0,NaN,3930.2052,226.7078,489.8578,-118.3574,-7.8155,111.6122
38,PLR115,anticipated_b,post,1002,4810,15,0,NaN,3768.1355,164.804,323.3393,-368.0528,262.8645,553.7534
39,PLR115,anticipated_w,post,1002,4808,14,0,NaN,2980.5538,320.5387,737.3181,1266.4294,1535.1248,1383.3113
40,PLR115,unexpected_b,post,1003,4812,11,0,NaN,4157.0185,175.8079,203.0971,154.3681,501.5361,641.6482
41,PLR115,anticipated_b,post,1002,4810,16,0,NaN,4636.0558,-432.8583,-220.5915,-505.0474,-179.7722,-111.9764
42,PLR115,anticipated_w,post,1003,4812,15,0,NaN,4022.7331,362.3909,611.0674,439.5148,735.4329,805.8939
43,PLR115,unexpected_w,post,1002,4810,12,0,NaN,4354.6414,139.2115,253.3255,252.937,353.9678,534.8744
44,PLR115,unexpected_b,post,1003,4808,13,0,NaN,4076.8207,339.757,181.8188,283.4983,371.4419,180.3618
45,PLR115,unexpected_w,post,1002,4810,14,0,NaN,3497.9381,264.3854,581.5818,747.751,717.3875,857.7444
46,PLR115,anticipated_w,post,1002,4810,16,0,NaN,3705.2258,-15.1775,380.9066,630.1818,790.1145,985.4567
47,PLR115,unexpected_w,post,1003,4812,15,0,NaN,4062.9472,-26.7593,103.0549,-42.913,275.5066,266.8068
48,PLR115,anticipated_b,post,1002,4810,17,0,NaN,4215.5538,-159.1815,-27.047,78.6353,394.2004,575.0653
49,PLR115,anticipated_w,post,1002,4810,17,0,NaN,4068.0598,-49.358,481.4872,718.0117,640.4718,619.226
50,PLR115,anticipated_w,post,1003,4810,18,0,NaN,4094.0571,179.8868,69.0732,213.0837,554.2391,761.8794
51,PLR115,anticipated_b,post,1002,4810,18,0,NaN,3970.0158,-120.0006,119.5229,-157.1544,232.4254,220.3969
52,PLR115,unexpected_b,post,1002,4810,16,0,NaN,2292.4447,311.3218,725.0186,956.8977,1425.8431,1639.9918
53,PLR115,anticipated_w,post,1003,4810,19,0,NaN,3899.4634,-568.0772,-142.7932,466.6795,243.9085,150.0287
54,PLR115,unexpected_b,post,1002,4810,17,0,NaN,4221.2869,230.7134,-211.8726,-933.9677,-669.0548,-493.3107
55,PLR115,anticipated_b,post,1002,4808,19,0,NaN,3803.0006,-45.0846,510.3734,383.054,-178.3661,-57.1117
56,PLR115,anticipated_b,post,1003,4810,20,0,NaN,4185.2311,8.5017,-295.5582,-384.4618,291.5988,542.0229
57,PLR115,unexpected_b,post,1003,4812,18,0,NaN,3912.0637,313.832,409.8911,483.9045,681.7509,594.9601
58,PLR115,anticipated_w,post,1003,4812,20,0,NaN,4159.3506,150.2435,243.8519,-44.567,188.7607,288.8558
59,PLR115,unexpected_w,post,1003,4812,19,0,NaN,3705.4582,158.0334,-91.5086,60.2288,157.6406,293.6609
60,PLR115,unexpected_b,post,1003,4810,20,0,NaN,3871.8526,296.0572,339.8475,-12.957,-62.3584,-27.8843
1,PLR116,anticipated_w,pre,1000,4838,1,1,6386,2535.1658,-675.9179,-692.5586,-135.4809,105.2271,77.6914
2,PLR116,unexpected_b,pre,1002,4810,1,1,6329,2302.8406,-173.2146,-91.1032,113.6867,324.9934,401.9927
3,PLR116,unexpected_w,pre,1003,4810,2,1,6331,1159.9575,5.9255,619.4354,1234.8156,830.5908,715.4552
4,PLR116,anticipated_b,pre,1002,4810,1,1,6334,2335.992,-286.2925,-30.513,202.0815,-112.721,-6.5555
5,PLR116,anticipated_w,pre,1002,4808,2,0,NaN,2553.4143,-48.6622,-165.7799,166.3104,-10.2421,-406.5731
6,PLR116,anticipated_b,pre,1003,4810,2,0,NaN,1785.1275,333.9145,585.3662,655.0448,761.5301,548.69
7,PLR116,anticipated_w,pre,1003,4812,3,0,NaN,1996.323,-116.3924,130.9112,-182.2348,-12.4911,154.923
8,PLR116,anticipated_b,pre,1003,4812,3,0,NaN,1762.0916,-9.7429,321.3671,205.0701,394.2193,556.8449
9,PLR116,anticipated_b,pre,1003,4812,4,0,NaN,1782.6199,-160.0862,236.7426,440.1028,227.8108,97.6658
10,PLR116,anticipated_b,pre,1003,4812,5,0,NaN,2195.9721,-397.6066,-465.9049,-128.2305,-127.512,-35.0277
11,PLR116,anticipated_b,pre,1002,4808,6,0,NaN,1900.51,104.3136,-53.7811,-270.7242,-579.1045,-583.3592
12,PLR116,unexpected_b,pre,1003,4810,3,0,NaN,1806.6335,-20.3309,156.2216,142.1228,368.2069,441.3745
13,PLR116,anticipated_w,pre,1003,4812,4,1,6338,1864.8526,116.7244,297.1101,493.284,490.055,328.1633
14,PLR116,anticipated_b,pre,1003,4810,7,0,NaN,2094.8273,95.7463,72.8135,368.4269,621.969,541.0854
15,PLR116,anticipated_w,pre,1003,4812,5,1,6336,2065.0757,-217.0568,-193.2396,277.3634,321.1197,390.9084
16,PLR116,unexpected_b,pre,1003,4810,4,0,NaN,2097.3028,13.0207,-132.3931,232.5796,463.8947,396.6178
17,PLR116,unexpected_w,pre,1002,4810,5,0,NaN,1720.3147,137.3969,117.6201,174.1769,-50.6887,-287.9179
18,PLR116,unexpected_w,pre,1002,4810,6,0,NaN,2141.9262,69.8931,149.1599,392.5759,213.1032,-16.1247
19,PLR116,anticipated_w,pre,1002,4812,6,1,6340,1900.9841,-298.8769,-121.6852,175.7885,374.558,292.5318
20,PLR116,anticipated_b,pre,1003,4812,8,0,NaN,2208.1793,-216.9755,-213.2087,224.7115,-196.4881,-461.0761
21,PLR116,anticipated_b,pre,1002,4808,9,0,NaN,1943.0438,46.0759,165.4751,125.1095,-475.2224,-494.9089
22,PLR116,anticipated_b,pre,1003,4812,10,0,NaN,1729.2749,124.3759,306.8318,426.9331,774.1327,577.7727
23,PLR116,unexpected_w,pre,1002,4810,7,0,NaN,2876.8027,-160.7355,-250.0947,-119.8279,49.0187,1.6655
24,PLR116,unexpected_w,pre,1002,4810,8,0,NaN,2425.8367,-784.7547,-529.0635,-326.2925,-147.5194,-179.3128
25,PLR116,anticipated_w,pre,1003,4810,7,0,NaN,1255.6587,108.1102,658.5157,926.1754,1207.9296,1304.1747
26,PLR116,anticipated_b,post,1002,4808,11,0,NaN,1844.4104,199.1758,409.4426,408.6716,282.3312,479.6135
27,PLR116,anticipated_b,post,1003,4812,12,0,NaN,2268.3866,-35.7479,110.6533,275.7037,479.3508,466.0499
28,PLR116,unexpected_b,pre,1003,4812,9,0,NaN,2014.3625,-361.8836,-198.7197,-180.2596,19.4148,28.7089
29,PLR116,anticipated_w,pre,1002,4810,8,0,NaN,1623.3725,110.9069,231.4573,429.6296,-110.4103,-364.0948
30,PLR116,unexpected_b,pre,1003,4812,10,0,NaN,1755.6853,-167.4521,92.59,-264.1495,-526.6495,-353.5583
31,PLR116,anticipated_b,post,1003,4810,13,1,6337,1981.2072,85.2784,175.1468,59.1734,132.5365,149.9992
32,PLR116,anticipated_w,pre,1002,4810,9,1,6336,2524.9731,-55.7954,-372.8969,-304.8407,-272.0865,-197.5762
33,PLR116,anticipated_w,pre,1003,4812,10,1,6339,2358.3865,-82.6091,-64.3423,11.3131,129.0253,79.3358
34,PLR116,unexpected_b,post,1003,4810,11,0,NaN,2123.2948,78.6611,-175.4986,-211.715,144.8123,279.8401
35,PLR116,unexpected_w,post,1002,4810,12,0,NaN,2220.81,105.6156,190.7425,241.7299,323.7383,271.2932
36,PLR116,unexpected_b,post,1002,4808,13,0,NaN,2257.9562,115.34,-30.3434,-35.3231,-115.3217,14.1073
37,PLR116,anticipated_b,post,1003,4812,14,1,6337,1994.2829,11.8369,331.5554,608.9881,474.3054,199.8521
38,PLR116,anticipated_w,post,1002,4810,11,0,NaN,2494.1793,-511.0763,-261.8452,21.5728,329.0182,465.662
39,PLR116,unexpected_w,post,1002,4812,14,0,NaN,1900.7586,111.6375,233.0208,66.6238,385.504,539.3446
40,PLR116,anticipated_w,post,1003,4812,12,0,NaN,1633.4223,275.897,609.3634,958.3109,1292.1575,1369.2841
41,PLR116,unexpected_w,post,1003,4808,15,0,NaN,2403,-22.4636,-146.8164,-515.4622,-57.3025,42.6508
42,PLR116,unexpected_w,post,1002,4810,16,0,NaN,1926.8127,283.4604,278.286,-25.4115,153.4036,152.719
43,PLR116,anticipated_w,post,1003,4810,13,1,6338,1681.6614,67.305,510.0533,762.0676,686.9646,318.0445
44,PLR116,anticipated_b,post,1003,4812,15,0,NaN,2199.9243,-133.1134,-161.7709,215.1891,366.1261,479.544
45,PLR116,anticipated_b,post,1003,4812,16,0,NaN,1893.9761,110.0638,127.2025,-205.0454,-660.4593,-644.2301
46,PLR116,anticipated_w,post,1003,4810,14,0,NaN,1889.4263,-177.0292,-47.1889,117.5968,-60.6973,-247.4501
47,PLR116,anticipated_b,post,1003,4810,17,0,NaN,2146.239,70.8408,79.0236,126.532,265.8366,355.7213
48,PLR116,anticipated_w,post,1003,4812,15,0,NaN,2024.1912,254.6806,210.427,372.2373,428.939,433.0627
49,PLR116,unexpected_b,post,1003,4812,17,0,NaN,2074.6414,-34.5855,-32.7494,64.1254,19.3123,-121.6414
50,PLR116,anticipated_w,post,1002,4810,16,0,NaN,1849.3028,283.9199,455.7119,526.6573,507.4808,557.4829
51,PLR116,unexpected_b,post,1003,4812,18,0,NaN,1827.7045,45.411,57.4446,123.6358,145.8669,201.1526
52,PLR116,anticipated_w,post,1003,4810,17,0,NaN,1557.3825,295.231,475.7457,526.2814,162.2514,127.7821
53,PLR116,anticipated_w,post,1003,4812,18,0,NaN,1472.9602,92.8844,97.2826,104.0545,185.9936,195.0954
54,PLR116,anticipated_w,post,1003,4812,19,1,6338,1857.3267,-370.654,-631.7273,-306.7153,-2.9443,114.2209
55,PLR116,anticipated_b,post,1003,4812,18,1,6337,2255.5028,-366.1955,-655.8179,-156.1982,28.7766,-220.9314
56,PLR116,anticipated_w,post,1002,4810,20,0,NaN,1791.6135,-288.1724,-382.3127,-302.7585,-24.7522,15.5214
57,PLR116,anticipated_b,post,1002,4808,19,1,6336,2015.8606,-171.5769,-108.3417,96.631,212.0764,363.3458
58,PLR116,anticipated_b,post,1002,4810,20,0,NaN,1992.3147,-305.9636,-650.1338,-427.6047,-297.7916,-350.8068
59,PLR116,unexpected_b,post,1003,4810,19,0,NaN,1382.6027,52.5779,234.4372,486.4351,624.8342,723.175
60,PLR116,unexpected_w,post,1002,4812,20,0,NaN,1935.7131,-370.7945,-147.5975,-319.2678,-28.8728,124.2313
1,PLR117,unexpected_w,pre,1001,4838,1,1,6414,2279.2938,12.0171,339.307,248.0991,133.2062,221.1427
2,PLR117,anticipated_b,pre,1002,4810,1,1,6390,2056.0678,235.9427,370.3876,527.9433,484.3556,424.7525
3,PLR117,anticipated_w,pre,1003,4812,1,1,6344,2357.9602,71.8739,1.0714,199.8487,101.7835,-85.5475
4,PLR117,anticipated_b,pre,1002,4810,2,1,6333,1971.0478,20.356,429.9896,267.4669,424.0278,467.849
5,PLR117,unexpected_b,pre,1002,4810,2,0,NaN,2132.2952,72.5666,151.3841,-43.9864,-243.8036,-316.7158
6,PLR117,anticipated_w,pre,1003,4810,2,0,NaN,2032.9203,169.0398,267.2822,457.2538,589.4137,616.8495
7,PLR117,anticipated_w,pre,1003,4812,3,0,NaN,1902.6693,178.7382,341.117,183.8853,413.2109,314.9497
8,PLR117,anticipated_b,pre,1002,4810,3,0,NaN,2233.3047,-179.645,19.3961,62.7455,75.9201,109.1953
9,PLR117,anticipated_w,pre,1003,4810,4,0,NaN,2370.483,-187.1197,-65.962,-53.5544,-38.8254,-79.6655
10,PLR117,anticipated_b,pre,1002,4812,4,0,NaN,1704.51,-77.7326,8.2442,193.343,392.3073,546.625
11,PLR117,unexpected_w,pre,1002,4808,3,0,NaN,1789.2231,51.3073,311.1734,442.1592,416.216,444.3483
12,PLR117,anticipated_w,pre,1002,4810,5,1,6337,1761.2749,138.9805,464.4385,378.0339,648.2776,692.8918
13,PLR117,anticipated_b,pre,1002,4810,5,1,6335,2029.8725,0.11799,-29.7293,207.8985,242.4132,231.0243
14,PLR117,unexpected_b,pre,1003,4810,4,0,NaN,1873.996,164.5702,126.0856,117.13,314.5355,270.2897
15,PLR117,anticipated_w,pre,1002,4808,6,0,NaN,1790.3506,8.1074,275.4183,383.057,259.6557,252.3319
16,PLR117,anticipated_b,pre,1003,4810,6,0,NaN,2036.1235,-30.3084,102.6244,-25.863,-35.5164,-63.1949
17,PLR117,anticipated_w,pre,1002,4810,7,1,6337,1710.7171,158.932,41.0707,-190.5281,-51.5197,149.894
18,PLR117,unexpected_w,pre,1002,4810,5,0,NaN,1730.1394,96.3185,456.932,371.5391,375.4845,387.1304
19,PLR117,unexpected_w,pre,1002,4810,6,0,NaN,1914.1633,-108.51,-29.5134,-39.2705,258.1791,327.1541
20,PLR117,anticipated_b,pre,1003,4810,7,0,NaN,2026.6375,-236.5206,-38.4485,247.6987,110.0852,-183.7724
21,PLR117,anticipated_b,pre,1002,4808,8,1,6335,1802.761,89.1109,423.8441,244.7201,503.0332,459.3025
22,PLR117,anticipated_b,pre,1003,4812,9,0,NaN,2052.3536,-180.4242,-146.1769,118.7809,109.5561,125.5591
